instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
2147,2011-04-04,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157,Morning Rush
2148,2011-04-04,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339,Morning Rush
2149,2011-04-04,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158,Morning Rush
2150,2011-04-04,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90,Morning Rush
2151,2011-04-04,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124,Midday
2152,2011-04-04,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157,Midday
2153,2011-04-04,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139,Midday
2154,2011-04-04,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123,Midday
2155,2011-04-04,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143,Midday
2156,2011-04-04,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189,Midday
2157,2011-04-04,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366,Evening Rush
2158,2011-04-04,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386,Evening Rush
2159,2011-04-04,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278,Evening Rush
2160,2011-04-04,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173,Evening Rush
2161,2011-04-04,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95,Night (Early)
2162,2011-04-04,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75,Night (Early)
2163,2011-04-04,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48,Night (Early)
2164,2011-04-05,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22,Night (Late)
2165,2011-04-05,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,Night (Late)
2166,2011-04-05,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5,Night (Late)
2167,2011-04-05,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4,Night (Late)
2168,2011-04-05,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2,Night (Late)
2169,2011-04-05,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5,Night (Late)
2170,2011-04-05,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,Night (Late)
2171,2011-04-05,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134,Morning Rush
2172,2011-04-05,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157,Morning Rush
2173,2011-04-05,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46,Morning Rush
2174,2011-04-05,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,Morning Rush
2175,2011-04-05,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19,Midday
2176,2011-04-05,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38,Midday
2177,2011-04-05,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56,Midday
2178,2011-04-05,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76,Midday
2179,2011-04-05,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68,Midday
2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130,Midday
2181,2011-04-05,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273,Evening Rush
2182,2011-04-05,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267,Evening Rush
2183,2011-04-05,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160,Evening Rush
2184,2011-04-05,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91,Evening Rush
2185,2011-04-05,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,8,81,89,Night (Early)
2186,2011-04-05,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46,Night (Early)
2187,2011-04-05,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,3,23,26,Night (Early)
2188,2011-04-06,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15,Night (Late)
2189,2011-04-06,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,0,2,2,Night (Late)
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,0,5,5,Night (Late)
2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4,Night (Late)
2192,2011-04-06,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,0,1,1,Night (Late)
2193,2011-04-06,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13,Night (Late)
2194,2011-04-06,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,4,52,56,Night (Late)
2195,2011-04-06,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,3,130,133,Morning Rush
2196,2011-04-06,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,17,308,325,Morning Rush
2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165,Morning Rush
2198,2011-04-06,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69,Morning Rush
2199,2011-04-06,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,23,70,93,Midday
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,22,112,134,Midday
2201,2011-04-06,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,29,83,112,Midday
2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115,Midday
2203,2011-04-06,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,34,83,117,Midday
2204,2011-04-06,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,27,142,169,Midday
2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356,Evening Rush
2206,2011-04-06,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325,Evening Rush
2207,2011-04-06,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232,Evening Rush
2208,2011-04-06,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141,Evening Rush
2209,2011-04-06,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102,Night (Early)
2210,2011-04-06,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84,Night (Early)
2211,2011-04-06,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40,Night (Early)
2212,2011-04-07,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20,Night (Late)
2213,2011-04-07,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13,Night (Late)
2214,2011-04-07,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0.0,0,7,7,Night (Late)
2215,2011-04-07,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,3,Night (Late)
2216,2011-04-07,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1,Night (Late)
2217,2011-04-07,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6,Night (Late)
2218,2011-04-07,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,5,59,64,Night (Late)
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160,Morning Rush
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314,Morning Rush
2221,2011-04-07,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170,Morning Rush
2222,2011-04-07,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95,Morning Rush
2223,2011-04-07,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0.0,36,86,122,Midday
2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0.0,39,114,153,Midday
2225,2011-04-07,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135,Midday
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157,Midday
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160,Midday
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0.0,52,161,213,Midday
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343,Evening Rush
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333,Evening Rush
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226,Evening Rush
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203,Evening Rush
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108,Night (Early)
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,Night (Early)
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,Night (Early)
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25,Night (Late)
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9,Night (Late)
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13,Night (Late)
2239,2011-04-08,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1,Night (Late)
2240,2011-04-08,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1,Night (Late)
2241,2011-04-08,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9,Night (Late)
2242,2011-04-08,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0.0,2,33,35,Night (Late)
2243,2011-04-08,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113,Morning Rush
2244,2011-04-08,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221,Morning Rush
2245,2011-04-08,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185,Morning Rush
2246,2011-04-08,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73,Morning Rush
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98,Midday
2248,2011-04-08,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80,Midday
2249,2011-04-08,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,Midday
2250,2011-04-08,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15,Midday
2251,2011-04-08,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25,Midday
2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60,Midday
2253,2011-04-08,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148,Evening Rush
2254,2011-04-08,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62,Evening Rush
2255,2011-04-08,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53,Evening Rush
2256,2011-04-08,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,Evening Rush
2257,2011-04-08,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,Night (Early)
2258,2011-04-08,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,Night (Early)
2259,2011-04-08,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,Night (Early)
2260,2011-04-09,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,Night (Late)
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,Night (Late)
2262,2011-04-09,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17,Night (Late)
2263,2011-04-09,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537,3,11,14,Night (Late)
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,0,3,3,Night (Late)
2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,Night (Late)
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,Night (Late)
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21,Morning Rush
2268,2011-04-09,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54,Morning Rush
2269,2011-04-09,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,Morning Rush
2270,2011-04-09,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133,Morning Rush
2271,2011-04-09,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0.0,51,91,142,Midday
2272,2011-04-09,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202,Midday
2273,2011-04-09,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,114,108,222,Midday
2274,2011-04-09,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212,Midday
2275,2011-04-09,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0.0,85,116,201,Midday
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,73,118,191,Midday
2277,2011-04-09,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257,Evening Rush
2278,2011-04-09,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177,Evening Rush
2279,2011-04-09,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130,Evening Rush
2280,2011-04-09,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93,Evening Rush
2281,2011-04-09,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75,Night (Early)
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87,Night (Early)
2283,2011-04-09,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,12,45,57,Night (Early)
2284,2011-04-10,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53,Night (Late)
2285,2011-04-10,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37,Night (Late)
2286,2011-04-10,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36,Night (Late)
2287,2011-04-10,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,Night (Late)
2288,2011-04-10,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5,Night (Late)
2289,2011-04-10,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,Night (Late)
2290,2011-04-10,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,Night (Late)
2291,2011-04-10,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896,3,7,10,Morning Rush
2292,2011-04-10,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55,Morning Rush
2293,2011-04-10,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81,Morning Rush
2294,2011-04-10,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0.0,69,81,150,Morning Rush
2295,2011-04-10,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202,Midday
2296,2011-04-10,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230,Midday
2297,2011-04-10,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263,Midday
2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281,Midday
2299,2011-04-10,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297,Midday
2300,2011-04-10,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,Midday
2301,2011-04-10,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236,Evening Rush
2302,2011-04-10,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,103,137,240,Evening Rush
2303,2011-04-10,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131,Evening Rush
2304,2011-04-10,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,Evening Rush
2305,2011-04-10,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95,Night (Early)
2306,2011-04-10,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57,Night (Early)
2307,2011-04-10,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32,Night (Early)
2308,2011-04-11,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23,Night (Late)
2309,2011-04-11,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,1,3,4,Night (Late)
2310,2011-04-11,2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,7,2,9,Night (Late)
2311,2011-04-11,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194,0,1,1,Night (Late)
2312,2011-04-11,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,1,12,13,Night (Late)
2313,2011-04-11,2,0,4,6,0,1,1,2,0.46,0.4545,1.0,0.2239,2,59,61,Night (Late)
2314,2011-04-11,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176,Morning Rush
2315,2011-04-11,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,28,286,314,Morning Rush
2316,2011-04-11,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,33,132,165,Morning Rush
2317,2011-04-11,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96,Morning Rush
2318,2011-04-11,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104,Midday
2319,2011-04-11,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,37,97,134,Midday
2320,2011-04-11,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,62,77,139,Midday
2321,2011-04-11,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,60,85,145,Midday
2322,2011-04-11,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,Midday
2323,2011-04-11,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,73,162,235,Midday
2324,2011-04-11,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,452,Evening Rush
2325,2011-04-11,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,93,290,383,Evening Rush
2326,2011-04-11,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284,Evening Rush
2327,2011-04-11,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,44,122,166,Evening Rush
2328,2011-04-11,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,39,119,158,Night (Early)
2329,2011-04-11,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91,Night (Early)
2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0,16,38,54,Night (Early)
2331,2011-04-12,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,11,13,24,Night (Late)
2332,2011-04-12,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,6,7,13,Night (Late)
2333,2011-04-12,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14,Night (Late)
2334,2011-04-12,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,0,1,1,Night (Late)
2335,2011-04-12,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,4,2,6,Night (Late)
2336,2011-04-12,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,1,15,16,Night (Late)
2337,2011-04-12,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,3,55,58,Night (Late)
2338,2011-04-12,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,12,177,189,Morning Rush
2339,2011-04-12,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,15,211,226,Morning Rush
2340,2011-04-12,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,4,50,54,Morning Rush
2341,2011-04-12,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,6,34,40,Morning Rush
2342,2011-04-12,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,11,38,49,Midday
2343,2011-04-12,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92,Midday
2344,2011-04-12,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,22,84,106,Midday
2345,2011-04-12,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,16,28,44,Midday
2346,2011-04-12,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,24,54,78,Midday
2347,2011-04-12,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,19,80,99,Midday
2348,2011-04-12,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,29,262,291,Evening Rush
2349,2011-04-12,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,21,203,224,Evening Rush
2350,2011-04-12,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130,Evening Rush
2351,2011-04-12,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,Evening Rush
2352,2011-04-12,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,10,74,84,Night (Early)
2353,2011-04-12,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54,Night (Early)
2354,2011-04-12,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,Night (Early)
2355,2011-04-13,2,0,4,0,0,3,1,2,0.4,0.4091,1.0,0.2985,3,12,15,Night (Late)
2356,2011-04-13,2,0,4,1,0,3,1,2,0.4,0.4091,1.0,0.2985,0,1,1,Night (Late)
2357,2011-04-13,2,0,4,2,0,3,1,3,0.4,0.4091,1.0,0.2985,0,2,2,Night (Late)
2358,2011-04-13,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2,Night (Late)
2359,2011-04-13,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,1,2,3,Night (Late)
2360,2011-04-13,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,1,4,5,Night (Late)
2361,2011-04-13,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,1,33,34,Night (Late)
2362,2011-04-13,2,0,4,7,0,3,1,3,0.36,0.3485,1.0,0.2239,3,67,70,Morning Rush
2363,2011-04-13,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,6,158,164,Morning Rush
2364,2011-04-13,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65,Morning Rush
2365,2011-04-13,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46,Morning Rush
2366,2011-04-13,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,4,57,61,Midday
2367,2011-04-13,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,12,83,95,Midday
2368,2011-04-13,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,6,55,61,Midday
2369,2011-04-13,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,Midday
2370,2011-04-13,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,Midday
2371,2011-04-13,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,Midday
2372,2011-04-13,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,Evening Rush
2373,2011-04-13,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,Evening Rush
2374,2011-04-13,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,Evening Rush
2375,2011-04-13,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,Evening Rush
2376,2011-04-13,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,Night (Early)
2377,2011-04-13,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,Night (Early)
2378,2011-04-13,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,Night (Early)
2379,2011-04-14,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,Night (Late)
2380,2011-04-14,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,Night (Late)
2381,2011-04-14,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,Night (Late)
2382,2011-04-14,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,Night (Late)
2383,2011-04-14,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0.0,1,8,9,Night (Late)
2384,2011-04-14,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,Night (Late)
2385,2011-04-14,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,Night (Late)
2386,2011-04-14,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0.0,11,182,193,Morning Rush
2387,2011-04-14,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,Morning Rush
2388,2011-04-14,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,Morning Rush
2389,2011-04-14,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,Morning Rush
2390,2011-04-14,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,28,87,115,Midday
2391,2011-04-14,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,35,110,145,Midday
2392,2011-04-14,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159,Midday
2393,2011-04-14,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137,Midday
2394,2011-04-14,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,Midday
